"HOUSEID","PERSONID","TDTRPNUM","STRTTIME","ENDTIME","TRVLCMIN","TRPMILES","TRPTRANS","TRPACCMP","TRPHHACC","VEHID","TRWAITTM","NUMTRANS","TRACCTM","DROP_PRK","TREGRTM","WHODROVE","WHYFROM","LOOP_TRIP","TRPHHVEH","HHMEMDRV","HH_ONTD","NONHHCNT","NUMONTRP","PSGR_FLG","PUBTRANS","TRIPPURP","DWELTIME","TDWKND","VMT_MILE","DRVR_FLG","WHYTRP1S","ONTD_P1","ONTD_P2","ONTD_P3","ONTD_P4","ONTD_P5","ONTD_P6","ONTD_P7","ONTD_P8","ONTD_P9","ONTD_P10","ONTD_P11","ONTD_P12","ONTD_P13","TDCASEID","TRACC_WLK","TRACC_POV","TRACC_BUS","TRACC_CRL","TRACC_SUB","TRACC_OTH","TREGR_WLK","TREGR_POV","TREGR_BUS","TREGR_CRL","TREGR_SUB","TREGR_OTH","WHYTO","TRAVDAY","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","DRVRCNT","HHSTATE","HHSTFIPS","NUMADLT","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","GASPRICE","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","SMPLSRCE","R_AGE","EDUC","R_SEX","PRMACT","PROXY","WORKER","DRIVER","WTTRDFIN","WHYTRP90","TRPMILAD","R_AGE_IMP","R_SEX_IMP","VEHTYPE","OBHUR","DBHUR","OTHTNRNT","OTPPOPDN","OTRESDN","OTEEMPDN","OBHTNRNT","OBPPOPDN","OBRESDN","DTHTNRNT","DTPPOPDN","DTRESDN","DTEEMPDN","DBHTNRNT","DBPPOPDN","DBRESDN"
"30001940","01","09","1555","1558",3,0.359,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","11","02","01","01",1,0,1,"02","02","NHB",7,"02",0.359,"01","80","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400109","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"10",0.4003209,68,"02","01","C","C","70","7000","3000","1500","80","3000","3000","70","7000","3000","1500","80","3000","3000"
"30001940","01","10","1605","1613",8,1.161,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","13","02","01","01",1,0,1,"02","02","HBSHOP",29,"02",1.161,"01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400110","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"03",1.2946311,68,"02","01","C","C","70","7000","3000","1500","80","3000","3000","40","3000","1500","1500","40","7000","3000"
"30001940","01","11","1642","1655",13,3.873,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBSHOP",9,"02",3.873,"01","40","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400111","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"03",4.3187823,68,"02","01","C","C","40","3000","1500","1500","40","7000","3000","20","3000","1500","1500","20","7000","3000"
"30001940","01","12","1704","1709",5,0.448,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","11","02","01","01",1,0,1,"02","02","HBSHOP",124,"02",0.448,"01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400112","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"03",0.4995648,68,"02","01","C","C","20","3000","1500","1500","20","7000","3000","30","7000","1500","1500","40","7000","3000"
"30001940","01","13","1913","1918",5,0.535,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBO",9,"01",0.535,"01","40","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400113","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"04",0.5965785,68,"02","01","C","C","30","7000","1500","1500","40","7000","3000","20","3000","1500","1500","20","7000","3000"
"30001940","01","14","1927","1935",8,1.36,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","14","02","01","01",1,0,1,"02","02","NHB",6,"01",1.36,"01","40","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400114","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","14","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"04",1.516536,68,"02","01","C","C","20","3000","1500","1500","20","7000","3000","05","7000","1500","1500","05","3000","1500"
"30001940","01","15","1941","1943",2,0.382,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","14","02","01","01",1,0,1,"02","02","NHB",13,"01",0.382,"01","80","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400115","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"10",0.4259682,68,"02","01","C","C","05","7000","1500","1500","05","3000","1500","05","7000","1500","1500","05","3000","1500"
"30001940","01","16","1956","2015",19,1.621,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","13","02","01","01",1,0,1,"02","02","HBSHOP",-9,"01",1.621,"01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019400116","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",1,1,"05",1,"MT","30",1,0,"201607","01","09","03","01","02","01","01","01","238.9","08","04","83","01","02","XXXXX","01",68,"05","02","06","01","02","01",123624.825957757,"10",1.8075771,68,"02","01","C","C","05","7000","1500","1500","05","3000","1500","30","7000","1500","1500","40","7000","3000"
"30001947","01","01","1830","1845",15,4.536,"03",2,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,1,3,"02","02","HBSHOP",30,"01",4.536,"01","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019470101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","07","01",2,2,"08",2,"TX","48",2,2,"201610","01","02","02","05","02","01","04","01","215.2","07","03","72","01","02","19100","02",42,"04","02","01","01","01","01",111029.741542597,"03",5.0580936,42,"02","01","C","C","05","3000","750","1500","0","7000","3000","90","3000","1500","1500","80","1500","1500"
"30001947","01","02","1915","1920",5,1.404,"03",2,1,"01",-1,-1,-1,"-1",-1,"01","11","02","01","01",2,1,3,"02","02","NHB",40,"01",1.404,"01","80","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019470102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","07","01",2,2,"08",2,"TX","48",2,2,"201610","01","02","02","05","02","01","04","01","215.2","07","03","72","01","02","19100","02",42,"04","02","01","01","01","01",111029.741542597,"10",1.5656004,42,"02","01","C","S","90","3000","1500","1500","80","1500","1500","70","1500","750","750","40","750","300"
"30001947","01","03","2000","2020",20,6.042,"03",2,1,"01",-1,-1,-1,"-1",-1,"01","13","02","01","01",2,1,3,"02","02","HBSHOP",-9,"01",6.042,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019470103","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","07","01",2,2,"08",2,"TX","48",2,2,"201610","01","02","02","05","02","01","04","01","215.2","07","03","72","01","02","19100","02",42,"04","02","01","01","01","01",111029.741542597,"10",6.7374342,42,"02","01","S","C","70","1500","750","750","40","750","300","05","3000","750","1500","0","7000","3000"
"30001947","02","01","1830","1845",15,4.536,"03",2,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,1,3,"01","02","HBSHOP",30,"01",-1,"02","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019470201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","07","01",2,2,"08",2,"TX","48",2,2,"201610","01","02","02","05","02","01","04","01","215.2","07","03","72","01","02","19100","02",50,"02","02","01","01","01","01",104666.590090518,"03",5.0580936,50,"02","01","C","C","05","3000","750","1500","0","7000","3000","90","3000","1500","1500","80","1500","1500"
"30001947","02","02","1915","1920",5,1.404,"03",2,1,"01",-1,-1,-1,"-1",-1,"01","11","02","01","01",2,1,3,"01","02","NHB",40,"01",-1,"02","80","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019470202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","07","01",2,2,"08",2,"TX","48",2,2,"201610","01","02","02","05","02","01","04","01","215.2","07","03","72","01","02","19100","02",50,"02","02","01","01","01","01",104666.590090518,"10",1.5656004,50,"02","01","C","S","90","3000","1500","1500","80","1500","1500","70","1500","750","750","40","750","300"
"30001947","02","03","2000","2020",20,6.042,"03",2,1,"01",-1,-1,-1,"-1",-1,"01","13","02","01","01",2,1,3,"01","02","HBSHOP",-9,"01",-1,"02","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019470203","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","07","01",2,2,"08",2,"TX","48",2,2,"201610","01","02","02","05","02","01","04","01","215.2","07","03","72","01","02","19100","02",50,"02","02","01","01","01","01",104666.590090518,"10",6.7374342,50,"02","01","S","C","70","1500","750","750","40","750","300","05","3000","750","1500","0","7000","3000"
"30001949","01","01","1100","1110",10,3.55,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"02","02","HBSOCREC",45,"02",3.55,"01","50","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",78,"04","01","06","01","02","01",23543.9614436438,"10",3.958605,78,"01","01","S","S","40","3000","1500","1500","05","1500","750","40","3000","1500","3000","60","3000","3000"
"30001949","01","02","1155","1205",10,3.439,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","16","02","01","01",2,0,2,"02","02","HBSOCREC",115,"02",3.439,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",78,"04","01","06","01","02","01",23543.9614436438,"10",3.8348289,78,"01","01","S","S","40","3000","1500","3000","60","3000","3000","40","3000","1500","1500","05","1500","750"
"30001949","01","03","1400","1410",10,3.05,"03",0,0,"02",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBSHOP",10,"02",3.05,"01","40","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490103","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",78,"04","01","06","01","02","01",23543.9614436438,"03",3.401055,78,"01","01","S","S","40","3000","1500","1500","05","1500","750","40","1500","750","750","50","1500","750"
"30001949","01","04","1420","1430",10,3.838,"03",0,0,"02",-1,-1,-1,"-1",-1,"01","11","02","01","01",1,0,1,"02","02","NHB",60,"02",3.838,"01","40","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490104","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",78,"04","01","06","01","02","01",23543.9614436438,"03",4.2797538,78,"01","01","S","S","40","1500","750","750","50","1500","750","60","7000","3000","3000","60","7000","3000"
"30001949","01","05","1530","1535",5,4.252,"03",0,0,"02",-1,-1,-1,"-1",-1,"01","11","02","01","01",1,0,1,"02","02","HBSHOP",115,"02",4.252,"01","01","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490105","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",78,"04","01","06","01","02","01",23543.9614436438,"03",4.7414052,78,"01","01","S","S","60","7000","3000","3000","60","7000","3000","40","3000","1500","1500","05","1500","750"
"30001949","01","06","1730","1745",15,2.963,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"02","02","HBSHOP",60,"02",2.963,"01","80","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490106","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",78,"04","01","06","01","02","01",23543.9614436438,"10",3.3040413,78,"01","01","S","S","40","3000","1500","1500","05","1500","750","20","3000","1500","1500","40","3000","1500"
"30001949","01","07","1845","1900",15,2.827,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","13","02","01","01",2,0,2,"02","02","HBSHOP",-9,"01",2.827,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490107","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",78,"04","01","06","01","02","01",23543.9614436438,"10",3.1523877,78,"01","01","S","S","20","3000","1500","1500","40","3000","1500","40","3000","1500","1500","05","1500","750"
"30001949","02","01","1100","1110",10,3.55,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"01","02","HBSOCREC",45,"02",-1,"02","50","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",77,"04","02","06","02","02","01",23544.5786611535,"10",3.958605,77,"02","01","S","S","40","3000","1500","1500","05","1500","750","40","3000","1500","3000","60","3000","3000"
"30001949","02","02","1155","1205",10,3.439,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","16","02","01","01",2,0,2,"01","02","HBSOCREC",325,"02",-1,"02","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",77,"04","02","06","02","02","01",23544.5786611535,"10",3.8348289,77,"02","01","S","S","40","3000","1500","3000","60","3000","3000","40","3000","1500","1500","05","1500","750"
"30001949","02","03","1730","1745",15,2.963,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"01","02","HBSHOP",60,"02",-1,"02","80","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490203","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",77,"04","02","06","02","02","01",23544.5786611535,"10",3.3040413,77,"02","01","S","S","40","3000","1500","1500","05","1500","750","20","3000","1500","1500","40","3000","1500"
"30001949","02","04","1845","1900",15,2.827,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","13","02","01","01",2,0,2,"01","02","HBSHOP",-9,"01",-1,"02","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019490204","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","06","01",2,2,"-7",2,"TX","48",2,0,"201608","01","10","02","05","02","01","04","01","205.2","07","03","72","01","02","26420","02",77,"04","02","06","02","02","01",23544.5786611535,"10",3.1523877,77,"02","01","S","S","20","3000","1500","1500","40","3000","1500","40","3000","1500","1500","05","1500","750"
"30001954","01","01","1531","1548",17,8.508,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","03","02","01","01",1,0,1,"02","02","NHB",10,"02",8.508,"01","40","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",57,"04","02","04","01","01","01",88439.5473550364,"03",9.4872708,57,"02","03","C","C","50","3000","3000","3000","05","3000","1500","40","7000","3000","3000","50","7000","3000"
"30001954","01","02","1558","1606",8,1.904,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","11","02","01","01",1,0,1,"02","02","NHB",6,"02",1.904,"01","40","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","12","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",57,"04","02","04","01","01","01",88439.5473550364,"04",2.1231504,57,"02","03","C","C","40","7000","3000","3000","50","7000","3000","50","7000","3000","3000","40","7000","3000"
"30001954","01","03","1612","1615",3,0.294,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","12","02","01","01",1,0,1,"02","02","NHB",6,"02",0.294,"01","80","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540103","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",57,"04","02","04","01","01","01",88439.5473550364,"04",0.3278394,57,"02","03","C","C","50","7000","3000","3000","40","7000","3000","50","7000","3000","3000","40","7000","3000"
"30001954","01","04","1621","1629",8,6.399,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","13","02","01","01",1,0,1,"02","02","NHB",-9,"02",6.399,"01","10","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540104","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",57,"04","02","04","01","01","01",88439.5473550364,"03",7.1355249,57,"02","03","C","C","50","7000","3000","3000","40","7000","3000","50","3000","3000","3000","05","3000","1500"
"30001954","02","01","0845","0854",9,2.303,"04",0,0,"01",-1,-1,-1,"-1",-1,"02","01","02","01","01",1,0,1,"02","02","HBW",208,"02",2.303,"01","10","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",62,"03","01","01","02","01","01",115705.801145465,"01",2.4722705,62,"01","03","C","S","50","3000","3000","3000","05","3000","1500","40","1500","750","750","40","750","300"
"30001954","02","02","1222","1229",7,2.323,"04",0,0,"01",-1,-1,-1,"-1",-1,"02","03","02","01","01",1,0,1,"02","02","HBW",40,"02",2.323,"01","01","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",62,"03","01","01","02","01","01",115705.801145465,"01",2.4937405,62,"01","03","S","C","40","1500","750","750","40","750","300","50","3000","3000","3000","05","3000","1500"
"30001954","02","03","1309","1318",9,2.303,"04",0,0,"01",-1,-1,-1,"-1",-1,"02","01","02","01","01",1,0,1,"02","02","HBW",274,"02",2.303,"01","10","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540203","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",62,"03","01","01","02","01","01",115705.801145465,"01",2.4722705,62,"01","03","C","S","50","3000","3000","3000","05","3000","1500","40","1500","750","750","40","750","300"
"30001954","02","04","1752","1758",6,2.323,"04",0,0,"01",-1,-1,-1,"-1",-1,"02","03","02","01","01",1,0,1,"02","02","HBW",-9,"02",2.323,"01","01","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019540204","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","04","01",2,2,"09",2,"OK","40",2,2,"201609","01","02","03","03","02","01","03","01","223.6","07","03","73","01","02","XXXXX","02",62,"03","01","01","02","01","01",115705.801145465,"01",2.4937405,62,"01","03","S","C","40","1500","750","750","40","750","300","50","3000","3000","3000","05","3000","1500"
"30001956","01","01","1000","1130",90,84.518,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","01","02","02","01",2,0,2,"02","02","HBSOCREC",60,"02",84.518,"01","50","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",64,"03","01","06","01","02","01",291828.929469112,"10",94.2460218,64,"01","-1","T","R","40","1500","300","750","30","50","50","80","50","50","25","40","50","50"
"30001956","01","02","1230","1340",70,106.215,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","15","02","02","01",2,0,2,"02","02","NHB",40,"02",106.215,"01","50","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",64,"03","01","06","01","02","01",291828.929469112,"10",118.4403465,64,"01","-1","R","R","80","50","50","25","40","50","50","30","50","50","25","30","50","50"
"30001956","01","03","1420","1520",60,38.647,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","15","02","02","01",2,0,2,"02","02","NHB",40,"02",38.647,"01","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560103","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",64,"03","01","06","01","02","01",291828.929469112,"03",43.0952697,64,"01","-1","R","T","30","50","50","25","30","50","50","40","300","50","75","50","3000","750"
"30001956","01","04","1600","1620",20,3.735,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","11","02","02","01",2,0,2,"02","02","HBSHOP",-9,"02",3.735,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560104","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",64,"03","01","06","01","02","01",291828.929469112,"10",4.1648985,64,"01","-1","T","T","40","300","50","75","50","3000","750","40","1500","300","750","30","50","50"
"30001956","02","01","1000","1130",90,84.518,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","01","02","02","01",2,0,2,"01","02","HBSHOP",60,"02",-1,"02","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",63,"03","02","97","01","02","01",271739.105828019,"03",94.2460218,63,"02","-1","T","R","40","1500","300","750","30","50","50","80","50","50","25","40","50","50"
"30001956","02","02","1230","1340",70,106.215,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","11","02","02","01",2,0,2,"01","02","NHB",40,"02",-1,"02","50","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",63,"03","02","97","01","02","01",271739.105828019,"10",118.4403465,63,"02","-1","R","R","80","50","50","25","40","50","50","30","50","50","25","30","50","50"
"30001956","02","03","1420","1520",60,38.647,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","15","02","02","01",2,0,2,"01","02","NHB",40,"02",-1,"02","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560203","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",63,"03","02","97","01","02","01",271739.105828019,"03",43.0952697,63,"02","-1","R","T","30","50","50","25","30","50","50","40","300","50","75","50","3000","750"
"30001956","02","04","1600","1620",20,3.735,"03",1,1,"97",-1,-1,-1,"-1",-1,"01","11","02","02","01",2,0,2,"01","02","HBSHOP",-9,"02",-1,"02","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019560204","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","01",2,2,"08",2,"CA","06",2,0,"201607","01","10","01","05","01","01","05","01","273.4","09","04","91","01","02","31080","02",63,"03","02","97","01","02","01",271739.105828019,"03",4.1648985,63,"02","-1","T","T","40","300","50","75","50","3000","750","40","1500","300","750","30","50","50"
"30001977","01","01","0410","0430",20,9.426,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"02","02","HBW",615,"02",9.426,"01","10","01","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300019770101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","03","01",3,2,"04",2,"NC","37",2,2,"201608","01","08","03","01","02","02","06","01","228.4","05","03","53","01","01","XXXXX","02",54,"03","01","01","01","01","01",206213.813445062,"01",10.118811,54,"01","01","T","R","40","750","300","150","30","1500","1500","20","50","50","25","30","50","50"
