"HOUSEID","PERSONID","TDTRPNUM","STRTTIME","ENDTIME","TRVLCMIN","TRPMILES","TRPTRANS","TRPACCMP","TRPHHACC","VEHID","TRWAITTM","NUMTRANS","TRACCTM","DROP_PRK","TREGRTM","WHODROVE","WHYFROM","LOOP_TRIP","TRPHHVEH","HHMEMDRV","HH_ONTD","NONHHCNT","NUMONTRP","PSGR_FLG","PUBTRANS","TRIPPURP","DWELTIME","TDWKND","VMT_MILE","DRVR_FLG","WHYTRP1S","ONTD_P1","ONTD_P2","ONTD_P3","ONTD_P4","ONTD_P5","ONTD_P6","ONTD_P7","ONTD_P8","ONTD_P9","ONTD_P10","ONTD_P11","ONTD_P12","ONTD_P13","TDCASEID","TRACC_WLK","TRACC_POV","TRACC_BUS","TRACC_CRL","TRACC_SUB","TRACC_OTH","TREGR_WLK","TREGR_POV","TREGR_BUS","TREGR_CRL","TREGR_SUB","TREGR_OTH","WHYTO","TRAVDAY","HOMEOWN","HHSIZE","HHVEHCNT","HHFAMINC","DRVRCNT","HHSTATE","HHSTFIPS","NUMADLT","WRKCOUNT","TDAYDATE","HHRESP","LIF_CYC","MSACAT","MSASIZE","RAIL","URBAN","URBANSIZE","URBRUR","GASPRICE","CENSUS_D","CENSUS_R","CDIVMSAR","HH_RACE","HH_HISP","HH_CBSA","SMPLSRCE","R_AGE","EDUC","R_SEX","PRMACT","PROXY","WORKER","DRIVER","WTTRDFIN","WHYTRP90","TRPMILAD","R_AGE_IMP","R_SEX_IMP","VEHTYPE","OBHUR","DBHUR","OTHTNRNT","OTPPOPDN","OTRESDN","OTEEMPDN","OBHTNRNT","OBPPOPDN","OBRESDN","DTHTNRNT","DTPPOPDN","DTRESDN","DTEEMPDN","DBHTNRNT","DBPPOPDN","DBRESDN"
"30000007","01","01","1000","1015",15,5.244,"03",0,0,"03",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBO",295,"02",5.244,"01","20","01","02","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000070101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","19","02","01",3,5,"07",3,"NC","37",3,1,"201608","01","10","03","01","02","01","01","01","228.4","05","03","53","02","02","XXXXX","02",67,"03","02","06","01","02","01",75441.9057964227,"05",5.8475844,67,"02","01","T","T","50","1500","750","750","20","750","300","50","750","300","350","30","300","300"
"30000007","01","02","1510","1530",20,5.149,"03",0,0,"03",-1,-1,-1,"-1",-1,"01","19","02","01","01",1,0,1,"02","02","HBO",-9,"02",5.149,"01","01","01","02","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000070102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","01",3,5,"07",3,"NC","37",3,1,"201608","01","10","03","01","02","01","01","01","228.4","05","03","53","02","02","XXXXX","02",67,"03","02","06","01","02","01",75441.9057964227,"05",5.7416499,67,"02","01","T","T","50","750","300","350","30","300","300","50","1500","750","750","20","750","300"
"30000007","02","01","0700","0900",120,84.004,"06",0,0,"05",-1,-1,-1,"-1",-1,"02","03","02","01","01",1,0,1,"02","02","HBW",540,"02",84.004,"01","01","02","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000070201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","01",3,5,"07",3,"NC","37",3,1,"201608","01","10","03","01","02","01","01","01","228.4","05","03","53","02","02","XXXXX","02",66,"03","01","01","02","01","01",71932.6458064544,"01",90.178294,66,"01","04","S","T","40","1500","750","750","40","1500","750","50","1500","750","750","20","750","300"
"30000007","02","02","1800","2030",150,81.628,"06",0,0,"05",-1,-1,-1,"-1",-1,"02","01","02","01","01",1,0,1,"02","02","HBW",-9,"02",81.628,"01","10","02","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000070202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","02","01",3,5,"07",3,"NC","37",3,1,"201608","01","10","03","01","02","01","01","01","228.4","05","03","53","02","02","XXXXX","02",66,"03","01","01","02","01","01",71932.6458064544,"01",87.627658,66,"01","04","T","S","50","1500","750","750","20","750","300","40","1500","750","750","40","1500","750"
"30000007","03","01","0845","0900",15,2.25,"03",0,0,"01",-1,-1,-1,"-1",-1,"03","01","02","01","01",1,0,1,"02","02","HBO",330,"02",2.25,"01","20","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000070301","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","08","02","01",3,5,"07",3,"NC","37",3,1,"201608","01","10","03","01","02","01","01","01","228.4","05","03","53","02","02","XXXXX","02",28,"02","02","05","02","02","01",80122.6867388665,"05",2.508975,28,"02","01","T","T","50","1500","750","750","20","750","300","50","750","300","350","60","750","300"
"30000007","03","02","1430","1445",15,2.243,"03",0,0,"01",-1,-1,-1,"-1",-1,"03","08","02","01","01",1,0,1,"02","02","HBO",-9,"02",2.243,"01","01","02","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000070302","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","02","01",3,5,"07",3,"NC","37",3,1,"201608","01","10","03","01","02","01","01","01","228.4","05","03","53","02","02","XXXXX","02",28,"02","02","05","02","02","01",80122.6867388665,"05",2.5011693,28,"02","01","T","T","50","750","300","350","60","750","300","50","1500","750","750","20","750","300"
"30000008","01","01","1115","1130",15,8.017,"06",0,0,"04",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBW",720,"02",8.017,"01","10","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000080101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","05","01",2,4,"08",2,"WI","55",2,2,"201608","02","02","02","05","02","04","06","02","225.9","03","02","32","01","02","33460","02",55,"05","01","01","01","01","01",23062.8574281227,"01",8.6062495,55,"01","04","R","T","05","300","300","150","05","300","300","30","300","300","150","40","1500","750"
"30000008","01","02","2330","2340",10,8.017,"06",0,0,"04",-1,-1,-1,"-1",-1,"01","03","02","01","01",1,0,1,"02","02","HBW",-9,"02",8.017,"01","01","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000080102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,4,"08",2,"WI","55",2,2,"201608","02","02","02","05","02","04","06","02","225.9","03","02","32","01","02","33460","02",55,"05","01","01","01","01","01",23062.8574281227,"01",8.6062495,55,"01","04","T","R","30","300","300","150","40","1500","750","05","300","300","150","05","300","300"
"30000012","01","01","0550","0605",15,3.395,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBSOCREC",55,"02",3.395,"01","50","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"10",3.7857645,45,"02","03","C","S","80","17000","17000","5000","60","17000","7000","30","750","300","350","05","750","300"
"30000012","01","02","0700","0715",15,3.395,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","16","02","01","01",1,0,1,"02","02","HBSOCREC",15,"02",3.395,"01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"10",3.7857645,45,"02","03","S","C","30","750","300","350","05","750","300","80","17000","17000","5000","60","17000","7000"
"30000012","01","03","0730","0740",10,1.059,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBSOCREC",25,"02",1.059,"01","50","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120103","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","16","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"10",1.1808909,45,"02","03","C","C","80","17000","17000","5000","60","17000","7000","70","17000","7000","5000","90","3000","1500"
"30000012","01","04","0805","0815",10,1.014,"04",0,0,"02",-1,-1,-1,"-1",-1,"01","16","02","01","01",1,0,1,"02","02","HBSOCREC",45,"02",1.014,"01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120104","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"10",1.1307114,45,"02","03","C","C","70","17000","7000","5000","90","3000","1500","80","17000","17000","5000","60","17000","7000"
"30000012","01","05","0900","0920",20,4.291,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBW",295,"02",4.291,"01","10","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120105","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","04","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"02",4.7848941,45,"02","01","C","S","80","17000","17000","5000","60","17000","7000","20","1500","750","750","20","3000","1500"
"30000012","01","06","1415","1440",25,9.087,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","04","02","01","01",1,0,1,"02","02","NHB",50,"02",9.087,"01","10","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120106","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"01",9.7548945,45,"02","01","S","S","20","1500","750","750","20","3000","1500","20","1500","750","750","0","1500","750"
"30000012","01","07","1530","1605",35,6.818,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","03","02","01","01",1,0,1,"02","02","HBW",70,"02",6.818,"01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120107","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"01",7.319123,45,"02","01","S","C","20","1500","750","750","0","1500","750","80","17000","17000","5000","60","17000","7000"
"30000012","01","08","1715","1850",95,48.301,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBSOCREC",125,"02",48.301,"01","50","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120108","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","17","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"08",53.8604451,45,"02","01","C","T","80","17000","17000","5000","60","17000","7000","05","750","300","350","20","1500","750"
"30000012","01","09","2055","2145",50,49.457,"03",0,0,"01",-1,-1,-1,"-1",-1,"01","17","02","01","01",1,0,1,"02","02","HBSOCREC",-9,"02",49.457,"01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000120109","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",1,2,"10",1,"NY","36",1,1,"201607","01","01","03","03","02","01","03","01","233.8","02","01","23","01","02","XXXXX","02",45,"05","02","01","01","01","01",21522.6905132127,"08",55.1495007,45,"02","01","T","C","05","750","300","350","20","1500","750","80","17000","17000","5000","60","17000","7000"
"30000019","01","01","1500","1515",15,3.065,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"02","02","HBO",105,"02",3.065,"01","30","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000190101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","05","01",2,2,"03",2,"MD","24",2,0,"201605","01","02","03","02","02","01","01","01","240.8","05","03","53","01","02","XXXXX","02",68,"01","01","97","01","02","01",85095.5760636381,"06",3.4177815,68,"01","01","S","C","40","300","300","150","50","750","300","50","3000","1500","1500","50","3000","1500"
"30000019","01","02","1700","1715",15,3.034,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","18","02","01","01",2,0,2,"02","02","HBO",-9,"02",3.034,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000190102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,2,"03",2,"MD","24",2,0,"201605","01","02","03","02","02","01","01","01","240.8","05","03","53","01","02","XXXXX","02",68,"01","01","97","01","02","01",85095.5760636381,"06",3.3832134,68,"01","01","C","S","50","3000","1500","1500","50","3000","1500","40","300","300","150","50","750","300"
"30000019","02","01","1500","1515",15,3.065,"03",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"01","02","HBO",105,"02",-1,"02","97","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000190201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","97","05","01",2,2,"03",2,"MD","24",2,0,"201605","01","02","03","02","02","01","01","01","240.8","05","03","53","01","02","XXXXX","02",66,"02","02","04","02","02","01",90939.087398441,"11",3.4177815,66,"02","01","S","C","40","300","300","150","50","750","300","50","3000","1500","1500","50","3000","1500"
"30000019","02","02","1700","1715",15,3.034,"03",1,1,"01",-1,-1,-1,"-1",-1,"02","97","02","01","01",2,0,2,"02","02","HBO",-9,"02",3.034,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000190202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,2,"03",2,"MD","24",2,0,"201605","01","02","03","02","02","01","01","01","240.8","05","03","53","01","02","XXXXX","02",66,"02","02","04","02","02","01",90939.087398441,"11",3.3832134,66,"02","01","C","S","50","3000","1500","1500","50","3000","1500","40","300","300","150","50","750","300"
"30000029","01","01","0830","0845",15,8.371,"04",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"02","02","HBO",90,"02",8.371,"01","30","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"03","01","06","01","02","01",33363.7898214297,"06",9.3345021,72,"01","03","S","S","40","1500","750","750","40","1500","750","20","1500","750","750","05","750","300"
"30000029","01","02","1015","1025",10,3.498,"04",1,1,"01",-1,-1,-1,"-1",-1,"01","18","02","01","01",2,0,2,"02","02","NHB",25,"02",3.498,"01","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"03","01","06","01","02","01",33363.7898214297,"03",3.9006198,72,"01","03","S","S","20","1500","750","750","05","750","300","50","3000","1500","1500","70","1500","750"
"30000029","01","03","1050","1105",15,6.715,"04",1,1,"01",-1,-1,-1,"-1",-1,"01","11","02","01","01",2,0,2,"02","02","HBSHOP",-9,"02",6.715,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290103","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"03","01","06","01","02","01",33363.7898214297,"06",7.4878965,72,"01","03","S","S","50","3000","1500","1500","70","1500","750","40","1500","750","750","40","1500","750"
"30000029","02","01","0800","0845",45,8.371,"04",1,1,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"01","02","HBO",90,"02",-1,"02","30","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","18","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"02","02","06","01","02","01",35130.9905104787,"06",9.3345021,72,"02","03","S","S","40","1500","750","750","40","1500","750","20","1500","750","750","05","750","300"
"30000029","02","02","1015","1025",10,3.498,"04",1,1,"01",-1,-1,-1,"-1",-1,"01","18","02","01","01",2,0,2,"01","02","NHB",25,"02",-1,"02","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"02","02","06","01","02","01",35130.9905104787,"03",3.9006198,72,"02","03","S","S","20","1500","750","750","05","750","300","50","3000","1500","1500","70","1500","750"
"30000029","02","03","1050","1105",15,6.715,"04",1,1,"01",-1,-1,-1,"-1",-1,"01","11","02","01","01",2,0,2,"01","02","HBSHOP",20,"02",-1,"02","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290203","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"02","02","06","01","02","01",35130.9905104787,"06",7.4878965,72,"02","03","S","S","50","3000","1500","1500","70","1500","750","40","1500","750","750","40","1500","750"
"30000029","02","04","1125","1130",5,1.814,"04",0,0,"01",-1,-1,-1,"-1",-1,"02","01","02","01","01",1,0,1,"02","02","HBSHOP",60,"02",1.814,"01","80","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290204","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"02","02","06","01","02","01",35130.9905104787,"10",2.0227914,72,"02","03","S","S","40","1500","750","750","40","1500","750","40","3000","1500","1500","60","7000","3000"
"30000029","02","05","1230","1235",5,1.915,"04",0,0,"01",-1,-1,-1,"-1",-1,"02","13","02","01","01",1,0,1,"02","02","HBSHOP",325,"02",1.915,"01","01","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290205","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"02","02","06","01","02","01",35130.9905104787,"10",2.1354165,72,"02","03","S","S","40","3000","1500","1500","60","7000","3000","40","1500","750","750","40","1500","750"
"30000029","02","06","1800","1818",18,10.158,"04",0,0,"02",-1,-1,-1,"-1",-1,"02","01","02","01","01",1,0,1,"02","02","HBSOCREC",197,"02",10.158,"01","50","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290206","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","15","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"02","02","06","01","02","01",35130.9905104787,"10",11.3271858,72,"02","03","S","C","40","1500","750","750","40","1500","750","40","7000","3000","3000","50","7000","3000"
"30000029","02","07","2135","2154",19,10.286,"04",0,0,"02",-1,-1,-1,"-1",-1,"02","15","02","01","01",1,0,1,"02","02","HBSOCREC",-9,"02",10.286,"01","01","02","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000290207","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","03","01",2,2,"05",2,"WI","55",2,0,"201610","01","10","03","03","02","01","02","01","224.7","03","02","33","01","02","XXXXX","02",72,"02","02","06","01","02","01",35130.9905104787,"10",11.4699186,72,"02","03","C","S","40","7000","3000","3000","50","7000","3000","40","1500","750","750","40","1500","750"
"30000039","01","01","0800","0820",20,11.545,"04",0,0,"01",-1,-1,-1,"-1",-1,"01","01","02","01","01",1,0,1,"02","02","HBW",160,"02",11.545,"01","10","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390101","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","03","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",82,"05","01","01","01","01","01",935735.901112893,"01",12.3935575,82,"01","03","S","C","40","7000","1500","1500","05","3000","1500","40","17000","7000","5000","50","17000","7000"
"30000039","01","02","1100","1120",20,10.901,"04",0,0,"01",-1,-1,-1,"-1",-1,"01","03","02","01","01",1,0,1,"02","02","NHB",5,"02",10.901,"01","40","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390102","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",82,"05","01","01","01","01","01",935735.901112893,"03",12.1557051,82,"01","03","C","S","40","17000","7000","5000","50","17000","7000","05","3000","1500","1500","05","3000","1500"
"30000039","01","03","1125","1130",5,0.625,"04",0,0,"01",-1,-1,-1,"-1",-1,"01","11","02","01","01",1,0,1,"02","02","HBSHOP",30,"02",0.625,"01","01","01","02","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390103","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",82,"05","01","01","01","01","01",935735.901112893,"01",0.6709375,82,"01","03","S","S","05","3000","1500","1500","05","3000","1500","40","7000","1500","1500","05","3000","1500"
"30000039","01","04","1200","1205",5,1.066,"03",1,1,"02",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"02","02","HBSHOP",70,"02",1.066,"01","80","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390104","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",82,"05","01","01","01","01","01",935735.901112893,"10",1.1886966,82,"01","01","S","C","40","7000","1500","1500","05","3000","1500","30","7000","7000","5000","30","7000","3000"
"30000039","01","05","1315","1330",15,2.485,"03",1,1,"02",-1,-1,-1,"-1",-1,"01","13","02","01","01",2,0,2,"02","02","NHB",35,"02",2.485,"01","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390105","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",82,"05","01","01","01","01","01",935735.901112893,"03",2.7710235,82,"01","01","C","S","30","7000","7000","5000","30","7000","3000","40","7000","1500","1500","60","7000","3000"
"30000039","01","06","1405","1415",10,1.519,"03",1,1,"02",-1,-1,-1,"-1",-1,"01","11","02","01","01",2,0,2,"02","02","HBSHOP",45,"02",1.519,"01","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390106","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",82,"05","01","01","01","01","01",935735.901112893,"10",1.6938369,82,"01","01","S","S","40","7000","1500","1500","60","7000","3000","40","7000","1500","1500","05","3000","1500"
"30000039","01","07","1500","1530",30,1,"01",1,1,"-1",-1,-1,-1,"-1",-1,"-1","01","01","02","-1",2,0,2,"-1","02","HBO",-9,"02",-1,"-1","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390107","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",82,"05","01","01","01","01","01",935735.901112893,"10",1,82,"01","-1","S","S","40","7000","1500","1500","05","3000","1500","40","7000","1500","1500","05","3000","1500"
"30000039","02","01","1200","1205",5,1.066,"03",1,1,"02",-1,-1,-1,"-1",-1,"01","01","02","01","01",2,0,2,"01","02","HBSHOP",70,"02",-1,"02","80","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390201","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","13","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",78,"03","02","04","02","02","01",1050923.68861165,"10",1.1886966,78,"02","01","S","C","40","7000","1500","1500","05","3000","1500","30","7000","7000","5000","30","7000","3000"
"30000039","02","02","1315","1330",15,2.485,"03",1,1,"02",-1,-1,-1,"-1",-1,"01","13","02","01","01",2,0,2,"01","02","NHB",35,"02",-1,"02","40","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390202","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",78,"03","02","04","02","02","01",1050923.68861165,"03",2.7710235,78,"02","01","C","S","30","7000","7000","5000","30","7000","3000","40","7000","1500","1500","60","7000","3000"
"30000039","02","03","1405","1415",10,1.519,"03",1,1,"02",-1,-1,-1,"-1",-1,"01","11","02","01","01",2,0,2,"01","02","HBSHOP",45,"02",-1,"02","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390203","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",78,"03","02","04","02","02","01",1050923.68861165,"10",1.6938369,78,"02","01","S","S","40","7000","1500","1500","60","7000","3000","40","7000","1500","1500","05","3000","1500"
"30000039","02","04","1500","1530",30,1,"01",1,1,"-1",-1,-1,-1,"-1",-1,"-1","01","01","02","-1",2,0,2,"-1","02","HBO",-9,"02",-1,"-1","01","01","01","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","300000390204","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","01","05","01",2,2,"10",2,"PA","42",2,1,"201609","01","02","03","03","02","01","03","01","234.2","02","01","23","01","02","XXXXX","01",78,"03","02","04","02","02","01",1050923.68861165,"10",1,78,"02","-1","S","S","40","7000","1500","1500","05","3000","1500","40","7000","1500","1500","05","3000","1500"
