id,carpool,cars_per_driver,hhsize,commute,social
593621,FALSE,2,2,FALSE,FALSE
691989,TRUE,1,2,FALSE,FALSE
152892,FALSE,1,2,FALSE,FALSE
747529,TRUE,1,1,TRUE,FALSE
397879,TRUE,1,3,FALSE,FALSE
387790,FALSE,0.5,2,FALSE,FALSE
185502,FALSE,1,2,FALSE,FALSE
710087,TRUE,1,6,FALSE,TRUE
490552,TRUE,1,4,FALSE,FALSE
256518,FALSE,2.5,3,TRUE,FALSE
680252,TRUE,1,4,FALSE,FALSE
40746,FALSE,1,2,FALSE,FALSE
408246,TRUE,1,2,FALSE,FALSE
753959,FALSE,2,2,FALSE,FALSE
775915,TRUE,1,1,FALSE,FALSE
623507,TRUE,1,6,FALSE,FALSE
647189,FALSE,1,5,TRUE,FALSE
225525,TRUE,1,2,FALSE,TRUE
613875,FALSE,1,3,TRUE,FALSE
519888,FALSE,1,2,FALSE,FALSE
447617,FALSE,1,3,FALSE,FALSE
46075,TRUE,1,2,FALSE,FALSE
716423,FALSE,1,2,FALSE,FALSE
93366,TRUE,1,4,FALSE,FALSE
528700,FALSE,1.5,2,FALSE,FALSE
416079,TRUE,1,4,FALSE,FALSE
210091,TRUE,1,1,FALSE,FALSE
10703,FALSE,1,1,FALSE,FALSE
444065,FALSE,1.3333333333333333,3,FALSE,FALSE
568081,TRUE,1,4,FALSE,FALSE
74026,TRUE,1,2,FALSE,TRUE
404619,TRUE,1,3,FALSE,FALSE
261310,TRUE,0.7777777777777778,9,TRUE,FALSE
207238,TRUE,1.5,3,FALSE,FALSE
450791,TRUE,1,2,FALSE,FALSE
186880,FALSE,1.5,2,FALSE,FALSE
43316,TRUE,2,1,FALSE,FALSE
206459,FALSE,1,1,FALSE,FALSE
707700,TRUE,1,2,FALSE,FALSE
751555,TRUE,0.5,2,FALSE,FALSE
72874,TRUE,1,5,FALSE,FALSE
460583,TRUE,1,1,FALSE,FALSE
527669,FALSE,1,2,FALSE,FALSE
453810,FALSE,2.5,2,FALSE,FALSE
409831,TRUE,1,8,FALSE,FALSE
368316,TRUE,1,2,FALSE,FALSE
317558,FALSE,1.5,2,FALSE,FALSE
149782,TRUE,1,4,TRUE,FALSE
465448,FALSE,1,1,FALSE,FALSE
224180,TRUE,1,2,FALSE,FALSE
282396,FALSE,1,1,FALSE,FALSE
733820,TRUE,1,4,FALSE,FALSE
101971,TRUE,1,2,FALSE,FALSE
283766,FALSE,1,4,FALSE,FALSE
182510,FALSE,1,2,FALSE,TRUE
434483,FALSE,1.25,4,TRUE,FALSE
466114,TRUE,2,2,FALSE,FALSE
16635,FALSE,1.5,3,TRUE,FALSE
106882,TRUE,1,3,FALSE,TRUE
99394,TRUE,1,3,FALSE,FALSE
780805,FALSE,1,1,FALSE,FALSE
525806,FALSE,1,1,FALSE,FALSE
468071,TRUE,1,1,FALSE,FALSE
128458,FALSE,1.5,2,FALSE,FALSE
384817,FALSE,1,1,FALSE,FALSE
590349,TRUE,1,4,FALSE,TRUE
587944,TRUE,1,2,FALSE,FALSE
429768,TRUE,1,4,FALSE,FALSE
380683,TRUE,1,1,FALSE,FALSE
241409,TRUE,1,1,TRUE,FALSE
566041,FALSE,1,1,FALSE,TRUE
78215,FALSE,1,2,FALSE,FALSE
111465,FALSE,1,1,FALSE,FALSE
82539,TRUE,2,1,FALSE,FALSE
631078,TRUE,0.75,4,FALSE,FALSE
772167,FALSE,3,1,TRUE,FALSE
643680,TRUE,1,2,FALSE,FALSE
662753,TRUE,1,4,FALSE,TRUE
240990,FALSE,1.25,4,TRUE,FALSE
703258,FALSE,1,2,FALSE,TRUE
285927,TRUE,1,3,FALSE,FALSE
126845,FALSE,1,2,FALSE,FALSE
366458,TRUE,1,6,FALSE,FALSE
685827,FALSE,1.5,2,FALSE,FALSE
538054,TRUE,1,3,FALSE,FALSE
207360,TRUE,1,2,FALSE,TRUE
539294,FALSE,2,1,FALSE,FALSE
195430,FALSE,1,1,FALSE,FALSE
547560,FALSE,1.5,2,FALSE,FALSE
171895,FALSE,1,2,TRUE,FALSE
717909,TRUE,1,2,FALSE,TRUE
57191,FALSE,1,3,FALSE,FALSE
694202,TRUE,1.5,5,FALSE,FALSE
197776,FALSE,0.5,2,FALSE,FALSE
335570,TRUE,1,3,FALSE,FALSE
709558,TRUE,2,2,FALSE,FALSE
269225,FALSE,1,2,TRUE,FALSE
243090,TRUE,1,2,FALSE,FALSE
363098,TRUE,1.5,4,FALSE,FALSE
187211,TRUE,0.6666666666666666,3,FALSE,FALSE
455481,FALSE,2,2,FALSE,FALSE
634464,TRUE,0.5,2,FALSE,FALSE
51393,TRUE,1.5,2,FALSE,TRUE
280956,FALSE,1,2,FALSE,FALSE
347186,TRUE,1,2,FALSE,FALSE
645128,FALSE,1,2,FALSE,FALSE
40417,FALSE,2,1,FALSE,FALSE
695760,TRUE,1.3333333333333333,3,FALSE,FALSE
678425,TRUE,1,4,FALSE,FALSE
421190,TRUE,1,2,FALSE,FALSE
394501,TRUE,1.5,4,FALSE,TRUE
570706,FALSE,1,1,TRUE,FALSE
767610,TRUE,1,4,FALSE,FALSE
696292,TRUE,1,2,FALSE,FALSE
386717,FALSE,1.5,2,TRUE,FALSE
237035,FALSE,1,2,TRUE,FALSE
48165,TRUE,2,2,FALSE,FALSE
120430,FALSE,1,3,FALSE,FALSE
286970,FALSE,1.25,4,FALSE,FALSE
757762,FALSE,1,2,FALSE,TRUE
767874,FALSE,1,2,FALSE,FALSE
246736,TRUE,1,2,FALSE,FALSE
167903,FALSE,1,1,FALSE,FALSE
560020,TRUE,1,2,TRUE,FALSE
323439,FALSE,1,1,FALSE,FALSE
700551,TRUE,1,4,FALSE,FALSE
88049,FALSE,1.5,5,FALSE,FALSE
693479,FALSE,1,4,FALSE,FALSE
308359,TRUE,1,1,FALSE,FALSE
596505,FALSE,1.5,4,TRUE,FALSE
620913,FALSE,2,2,FALSE,FALSE
17737,FALSE,1,2,FALSE,FALSE
275,TRUE,1,2,TRUE,FALSE
479117,TRUE,1,2,FALSE,FALSE
579906,TRUE,2,2,FALSE,FALSE
638261,FALSE,1,1,FALSE,FALSE
312341,TRUE,1,2,FALSE,FALSE
551564,FALSE,1,2,FALSE,FALSE
584502,TRUE,1,4,FALSE,TRUE
58376,FALSE,3,1,FALSE,FALSE
174459,TRUE,1,5,FALSE,FALSE
626991,FALSE,1,1,FALSE,FALSE
561570,FALSE,1,1,FALSE,FALSE
671567,FALSE,0.5,2,FALSE,FALSE
120035,TRUE,1.5,3,FALSE,FALSE
143933,FALSE,1.5,5,TRUE,FALSE
492061,FALSE,0.6666666666666666,3,FALSE,FALSE
549931,TRUE,1.5,3,FALSE,FALSE
759385,TRUE,1,2,FALSE,FALSE
38159,FALSE,1,1,TRUE,FALSE
197883,TRUE,1,4,TRUE,FALSE
86263,FALSE,1,4,FALSE,FALSE
74822,TRUE,1,5,FALSE,FALSE
43684,FALSE,1,2,FALSE,FALSE
771,TRUE,1,3,FALSE,FALSE
643325,TRUE,1,3,FALSE,FALSE
226828,TRUE,1,2,FALSE,FALSE
273546,FALSE,1,3,TRUE,FALSE
251184,FALSE,1,5,TRUE,FALSE
478764,TRUE,1,5,FALSE,FALSE
735433,FALSE,1,2,FALSE,FALSE
534876,FALSE,1,2,FALSE,FALSE
662911,FALSE,1,4,FALSE,FALSE
191956,FALSE,1.3333333333333333,3,FALSE,FALSE
54135,FALSE,1,2,FALSE,FALSE
553008,TRUE,1,5,FALSE,FALSE
71977,FALSE,1,2,FALSE,FALSE
39816,TRUE,1,2,FALSE,FALSE
708946,FALSE,1,1,FALSE,FALSE
583504,TRUE,0.6666666666666666,3,FALSE,FALSE
229552,FALSE,1,2,TRUE,FALSE
55029,FALSE,0.6666666666666666,6,FALSE,FALSE
473620,FALSE,1,2,FALSE,FALSE
691287,FALSE,1.5,2,FALSE,FALSE
675197,FALSE,1,1,FALSE,FALSE
36340,FALSE,1,2,FALSE,FALSE
653266,FALSE,1,3,FALSE,FALSE
523237,FALSE,1,2,TRUE,FALSE
55948,TRUE,2,2,FALSE,FALSE
272873,FALSE,2,5,FALSE,FALSE
237570,TRUE,1.5,2,TRUE,FALSE
355850,FALSE,2,2,FALSE,FALSE
532285,FALSE,1,3,FALSE,FALSE
777033,TRUE,1,3,FALSE,TRUE
137205,FALSE,1,1,FALSE,FALSE
616315,TRUE,1,5,FALSE,FALSE
39996,TRUE,1.5,2,FALSE,FALSE
281513,TRUE,1.5,2,FALSE,FALSE
583949,FALSE,1,2,FALSE,FALSE
385005,FALSE,1.5,2,FALSE,TRUE
434971,FALSE,1,1,TRUE,FALSE
778003,TRUE,0.5,2,FALSE,TRUE
205496,FALSE,0.3333333333333333,3,FALSE,FALSE
786512,TRUE,1,2,FALSE,FALSE
524165,FALSE,1,2,FALSE,FALSE
190840,FALSE,1.5,5,TRUE,FALSE
166880,TRUE,2,1,FALSE,FALSE
9527,TRUE,1,2,FALSE,FALSE
698064,TRUE,1,5,FALSE,FALSE
166618,FALSE,1.5,2,FALSE,FALSE
430312,TRUE,1.5,2,FALSE,FALSE
587226,FALSE,1,3,FALSE,FALSE
497167,TRUE,1,3,FALSE,FALSE
650622,FALSE,1,2,TRUE,FALSE
340307,FALSE,1,2,FALSE,FALSE
518557,TRUE,1,1,FALSE,TRUE
397901,TRUE,1,3,FALSE,FALSE
288301,FALSE,1,3,FALSE,TRUE
193018,TRUE,1,3,FALSE,FALSE
593147,TRUE,1,2,FALSE,FALSE
327630,TRUE,1,3,FALSE,TRUE
714321,FALSE,1,2,FALSE,FALSE
542321,FALSE,1.3333333333333333,5,TRUE,FALSE
311827,TRUE,1,1,FALSE,FALSE
337592,TRUE,1,3,FALSE,FALSE
319449,FALSE,1,2,FALSE,FALSE
546793,TRUE,2,1,FALSE,FALSE
762240,FALSE,1,4,FALSE,FALSE
322567,FALSE,1,1,TRUE,FALSE
22948,FALSE,1,1,FALSE,FALSE
96033,TRUE,1,2,FALSE,FALSE
580943,FALSE,1,4,FALSE,FALSE
265384,FALSE,1,6,TRUE,FALSE
86766,FALSE,2,1,FALSE,FALSE
66664,TRUE,1,2,TRUE,FALSE
455357,FALSE,1.5,5,FALSE,FALSE
57872,TRUE,1,2,FALSE,FALSE
518919,FALSE,1,2,FALSE,FALSE
26320,FALSE,1,1,FALSE,FALSE
691362,TRUE,1.5,2,FALSE,FALSE
540760,FALSE,1,2,FALSE,FALSE
109932,FALSE,2,1,FALSE,FALSE
564429,FALSE,1,3,FALSE,TRUE
642293,TRUE,1,1,FALSE,TRUE
94282,TRUE,1,3,FALSE,TRUE
673202,FALSE,1,1,FALSE,FALSE
751422,FALSE,0.75,4,TRUE,FALSE
22459,FALSE,1,1,FALSE,FALSE
338728,FALSE,1,3,FALSE,FALSE
587889,FALSE,1.5,2,FALSE,FALSE
283150,TRUE,1,3,FALSE,FALSE
622653,FALSE,1,2,FALSE,FALSE
543996,FALSE,1,2,FALSE,FALSE
342816,TRUE,3,2,FALSE,FALSE
225761,TRUE,1,2,FALSE,FALSE
425316,TRUE,1.5,2,FALSE,FALSE
604877,FALSE,0.5,2,FALSE,FALSE
435238,TRUE,1,3,FALSE,FALSE
622064,FALSE,1,1,FALSE,FALSE
507716,TRUE,1,2,FALSE,FALSE
719478,FALSE,1,2,FALSE,FALSE
218247,TRUE,1,4,FALSE,FALSE
344699,FALSE,1.5,4,TRUE,FALSE
654115,FALSE,1,3,FALSE,FALSE
472059,TRUE,1.5,2,FALSE,FALSE
43799,TRUE,1,3,FALSE,TRUE
191304,TRUE,0.5,5,FALSE,FALSE
463414,TRUE,1,2,FALSE,FALSE
785424,FALSE,1,2,TRUE,FALSE
51971,FALSE,1.5,2,FALSE,TRUE
465722,FALSE,1,4,TRUE,FALSE
124500,TRUE,1.5,2,FALSE,FALSE
175373,TRUE,0.6666666666666666,5,FALSE,FALSE
301754,FALSE,1,2,FALSE,FALSE
474312,FALSE,1,1,FALSE,FALSE
745241,FALSE,1,2,FALSE,FALSE
317659,TRUE,1,3,FALSE,FALSE
630240,FALSE,1.5,2,FALSE,FALSE
414677,FALSE,1,2,FALSE,FALSE
488840,TRUE,1,2,FALSE,FALSE
430098,FALSE,1,1,FALSE,FALSE
314987,TRUE,0.6666666666666666,4,FALSE,FALSE
512691,TRUE,0.5,3,FALSE,FALSE
510083,FALSE,1,2,TRUE,FALSE
23368,TRUE,2,4,FALSE,FALSE
634770,TRUE,1,1,FALSE,TRUE
203416,FALSE,2,3,FALSE,FALSE
550077,FALSE,3,3,FALSE,FALSE
188778,FALSE,1,2,FALSE,TRUE
277802,TRUE,1,4,FALSE,FALSE
114303,FALSE,1,4,FALSE,FALSE
660171,FALSE,1,2,TRUE,FALSE
14002,FALSE,2,2,FALSE,FALSE
253450,FALSE,1,3,FALSE,FALSE
594732,TRUE,1.6666666666666667,3,FALSE,FALSE
753026,TRUE,1,2,FALSE,FALSE
683103,FALSE,1,2,FALSE,FALSE
578632,TRUE,1,4,FALSE,FALSE
127740,TRUE,1,2,FALSE,FALSE
675078,FALSE,1.3333333333333333,4,TRUE,FALSE
223473,TRUE,1,6,FALSE,FALSE
582943,FALSE,2,1,FALSE,FALSE
607171,TRUE,1.25,4,FALSE,FALSE
697841,TRUE,1,1,FALSE,FALSE
423637,FALSE,1,2,TRUE,FALSE
735389,FALSE,1,2,FALSE,FALSE
524550,FALSE,1,2,FALSE,FALSE
345510,FALSE,1,4,FALSE,FALSE
424066,TRUE,2,2,FALSE,FALSE
232484,TRUE,1.5,4,FALSE,FALSE
229026,TRUE,1,4,FALSE,FALSE
120403,TRUE,1,4,FALSE,FALSE
198715,TRUE,1.25,4,FALSE,FALSE
639869,FALSE,0.8,5,FALSE,FALSE
759832,TRUE,0.6666666666666666,4,FALSE,FALSE
139586,FALSE,1,5,FALSE,FALSE
779424,TRUE,1,2,FALSE,FALSE
722596,FALSE,1,1,FALSE,TRUE
606176,TRUE,1.3333333333333333,3,FALSE,FALSE
346807,TRUE,1,5,FALSE,FALSE
268370,TRUE,1,8,FALSE,FALSE
242507,FALSE,1,4,FALSE,FALSE
110085,FALSE,2.3333333333333335,6,FALSE,FALSE
422122,TRUE,1,4,FALSE,FALSE
348099,TRUE,1,4,FALSE,FALSE
296721,TRUE,2,2,FALSE,FALSE
610962,TRUE,1.5,2,FALSE,FALSE
738950,FALSE,1,2,FALSE,FALSE
673087,TRUE,1,4,FALSE,TRUE
252199,TRUE,0.6,6,FALSE,FALSE
290572,TRUE,1.5,2,FALSE,FALSE
114882,FALSE,1.5,2,FALSE,FALSE
726393,FALSE,1,1,FALSE,FALSE
628861,TRUE,1,4,FALSE,FALSE
467218,TRUE,0.5,2,FALSE,FALSE
495220,TRUE,1.5,2,FALSE,FALSE
661020,TRUE,1.6666666666666667,6,FALSE,FALSE
115482,TRUE,1,2,FALSE,FALSE
277415,TRUE,1,3,FALSE,FALSE
304803,FALSE,1.5,2,TRUE,FALSE
321304,FALSE,1,2,FALSE,FALSE
610747,TRUE,2.5,3,FALSE,FALSE
201230,FALSE,1,3,FALSE,FALSE
681155,TRUE,1,2,FALSE,FALSE
166395,FALSE,1,4,FALSE,FALSE
761018,TRUE,1,2,FALSE,FALSE
255322,FALSE,2,1,FALSE,FALSE
96428,FALSE,2,2,FALSE,FALSE
318615,TRUE,1,3,FALSE,FALSE
412684,TRUE,1,2,FALSE,FALSE
743376,TRUE,3,3,FALSE,FALSE
444001,TRUE,1,4,FALSE,FALSE
55555,TRUE,1,3,FALSE,TRUE
83848,TRUE,1,5,FALSE,FALSE
325364,FALSE,1,1,FALSE,FALSE
753250,TRUE,0.5,2,FALSE,FALSE
413647,FALSE,1.5,2,FALSE,FALSE
306875,FALSE,0.5,2,TRUE,FALSE
79681,TRUE,0,1,FALSE,TRUE
157872,TRUE,1,6,FALSE,FALSE
78186,FALSE,1.5,2,TRUE,FALSE
192773,TRUE,1.5,2,FALSE,FALSE
14682,TRUE,1.25,5,FALSE,FALSE
758376,TRUE,1,2,FALSE,FALSE
250614,FALSE,1,1,FALSE,FALSE
253075,TRUE,1,4,FALSE,FALSE
632494,FALSE,1,3,FALSE,FALSE
601438,TRUE,1,5,FALSE,TRUE
224139,FALSE,1,1,FALSE,FALSE
694321,TRUE,1.5,2,FALSE,FALSE
213339,TRUE,1,3,FALSE,TRUE
161173,FALSE,1,2,FALSE,FALSE
349902,TRUE,1,5,TRUE,FALSE
114428,TRUE,1,1,FALSE,FALSE
256625,FALSE,1,5,TRUE,FALSE
555953,FALSE,1,2,FALSE,FALSE
769844,FALSE,0.75,4,FALSE,FALSE
735559,FALSE,1,2,FALSE,FALSE
133134,TRUE,1,2,FALSE,FALSE
304272,TRUE,1,2,FALSE,FALSE
763395,FALSE,1,2,FALSE,FALSE
612720,TRUE,1,2,FALSE,TRUE
241214,TRUE,1.5,2,FALSE,FALSE
643859,FALSE,1,2,FALSE,FALSE
71064,TRUE,1,4,FALSE,FALSE
401246,TRUE,1,2,FALSE,FALSE
718151,FALSE,1,2,FALSE,FALSE
501729,TRUE,1,2,FALSE,FALSE
641536,FALSE,2,3,TRUE,FALSE
76590,FALSE,1,1,FALSE,FALSE
281707,FALSE,2,1,FALSE,FALSE
33447,TRUE,1,1,FALSE,FALSE
243000,FALSE,1,1,FALSE,TRUE
425057,TRUE,1,2,FALSE,TRUE
349226,FALSE,1,3,FALSE,FALSE
185583,TRUE,0.6666666666666666,4,FALSE,FALSE
698648,TRUE,1,1,FALSE,TRUE
418088,FALSE,1,2,FALSE,FALSE
757135,TRUE,1,2,FALSE,FALSE
76796,TRUE,1,2,FALSE,FALSE
365386,TRUE,1,2,FALSE,FALSE
327623,FALSE,1,1,FALSE,FALSE
561572,FALSE,1,1,FALSE,FALSE
484826,FALSE,2,1,FALSE,FALSE
560357,FALSE,1,3,FALSE,FALSE
652795,TRUE,1.5,4,FALSE,FALSE
431225,FALSE,1.5,3,FALSE,TRUE
348999,TRUE,1,3,FALSE,FALSE
435008,TRUE,0.5,3,FALSE,TRUE
741761,FALSE,1,1,FALSE,FALSE
730825,FALSE,2,1,TRUE,FALSE
528592,FALSE,1,3,FALSE,FALSE
391793,FALSE,1,1,FALSE,TRUE
444259,FALSE,1,1,FALSE,FALSE
726362,FALSE,1.5,2,FALSE,FALSE
155503,TRUE,0,4,FALSE,TRUE
724520,TRUE,1,2,FALSE,TRUE
402498,FALSE,1,2,FALSE,FALSE
730180,TRUE,4,1,FALSE,FALSE
375525,FALSE,1,2,FALSE,TRUE
613264,FALSE,1,3,TRUE,FALSE
506739,TRUE,1,3,FALSE,FALSE
689839,FALSE,1,1,FALSE,TRUE
578838,TRUE,1,2,FALSE,FALSE
162167,FALSE,1,2,FALSE,FALSE
720505,TRUE,1.5,2,FALSE,FALSE
155658,FALSE,1,3,FALSE,TRUE
600126,FALSE,1,4,FALSE,FALSE
71448,FALSE,2,2,TRUE,FALSE
298366,TRUE,2,1,FALSE,FALSE
412796,FALSE,1,4,FALSE,FALSE
298046,FALSE,1.5,2,FALSE,FALSE
244982,FALSE,1,1,FALSE,FALSE
630121,FALSE,1.5,2,FALSE,FALSE
484562,FALSE,1.5,3,FALSE,FALSE
677058,TRUE,1,2,FALSE,FALSE
410584,TRUE,1.5,3,FALSE,FALSE
167026,FALSE,1.5,2,FALSE,FALSE
305167,TRUE,2.5,5,FALSE,FALSE
270196,FALSE,1,4,FALSE,FALSE
574199,FALSE,1,4,TRUE,FALSE
95337,TRUE,1,2,FALSE,FALSE
140308,FALSE,1,1,FALSE,TRUE
425657,TRUE,1,6,FALSE,FALSE
119513,TRUE,1,4,FALSE,FALSE
180263,TRUE,0.5,2,FALSE,FALSE
83566,FALSE,1,2,FALSE,FALSE
266253,TRUE,0.5,5,FALSE,FALSE
694501,FALSE,1,2,FALSE,FALSE
424020,TRUE,1,1,TRUE,FALSE
226876,TRUE,1,2,FALSE,TRUE
161893,FALSE,0.6666666666666666,3,FALSE,FALSE
138211,FALSE,1,1,FALSE,FALSE
399315,TRUE,1,4,FALSE,FALSE
193546,TRUE,1,2,FALSE,FALSE
152268,FALSE,1,3,FALSE,FALSE
611604,TRUE,1,4,FALSE,TRUE
461360,TRUE,3,5,FALSE,FALSE
265990,TRUE,1,2,FALSE,TRUE
556062,FALSE,1,4,TRUE,FALSE
453925,TRUE,2,2,FALSE,FALSE
247105,FALSE,1,1,FALSE,FALSE
285960,TRUE,1,4,FALSE,FALSE
170762,TRUE,1,2,FALSE,FALSE
677134,FALSE,1.5,2,FALSE,FALSE
436683,FALSE,1,2,FALSE,FALSE
511520,TRUE,1,1,TRUE,FALSE
298034,TRUE,1,2,FALSE,FALSE
257153,TRUE,2.5,2,FALSE,FALSE
45059,FALSE,1,1,FALSE,FALSE
372035,TRUE,0.5,2,FALSE,FALSE
504993,TRUE,1.6666666666666667,3,FALSE,FALSE
370238,TRUE,2,2,FALSE,FALSE
576464,TRUE,1,2,FALSE,FALSE
172728,FALSE,1,3,TRUE,FALSE
542862,TRUE,1,4,FALSE,FALSE
780963,TRUE,1.5,5,FALSE,FALSE
755959,FALSE,1,4,FALSE,FALSE
64811,FALSE,1,3,FALSE,FALSE
610603,TRUE,2,2,TRUE,FALSE
486218,TRUE,1.5,2,FALSE,FALSE
580489,FALSE,1,4,FALSE,FALSE
25393,FALSE,1.5,2,FALSE,TRUE
737383,FALSE,1,4,FALSE,FALSE
560049,TRUE,1,5,FALSE,FALSE
228446,FALSE,1,2,FALSE,FALSE
747294,TRUE,1.5,2,FALSE,FALSE
619766,TRUE,1,8,FALSE,FALSE
64378,TRUE,2.25,5,FALSE,FALSE
235515,TRUE,1,2,FALSE,TRUE
217634,TRUE,1,2,FALSE,FALSE
116561,FALSE,1,1,FALSE,FALSE
536358,TRUE,1,7,FALSE,FALSE
75490,FALSE,1,2,FALSE,FALSE
575676,FALSE,1,1,FALSE,TRUE
177992,FALSE,1,1,FALSE,FALSE
319186,TRUE,1,4,FALSE,FALSE
70641,TRUE,1,2,FALSE,FALSE
678126,FALSE,1,2,TRUE,FALSE
63760,FALSE,1.5,2,FALSE,FALSE
468442,FALSE,1,2,FALSE,FALSE
522018,FALSE,1,1,FALSE,FALSE
87826,FALSE,1,4,FALSE,FALSE
292597,TRUE,1,2,FALSE,FALSE
446140,TRUE,1,2,FALSE,TRUE
502467,FALSE,1,5,FALSE,FALSE
226037,FALSE,1,1,FALSE,FALSE
235295,TRUE,1,2,FALSE,FALSE
203918,TRUE,1,2,FALSE,FALSE
384872,FALSE,1,3,FALSE,FALSE
619297,FALSE,1,4,FALSE,FALSE
313625,TRUE,1,3,FALSE,FALSE
690594,FALSE,1,1,FALSE,FALSE
163679,TRUE,1,4,FALSE,FALSE
273933,FALSE,1,2,TRUE,FALSE
499062,TRUE,0.5,2,FALSE,FALSE
404817,TRUE,1,2,FALSE,FALSE
371223,FALSE,2,2,TRUE,FALSE
29485,TRUE,1.5,2,FALSE,FALSE
144654,FALSE,1,2,FALSE,TRUE
666099,FALSE,1,2,FALSE,FALSE
771592,TRUE,0.5,2,FALSE,FALSE
668818,TRUE,1,2,FALSE,FALSE
295697,TRUE,1,3,FALSE,FALSE
179552,FALSE,2,2,TRUE,FALSE
557350,FALSE,2,1,FALSE,FALSE
259837,TRUE,0.5,2,FALSE,FALSE
630594,FALSE,1,1,FALSE,FALSE
466937,TRUE,1,2,FALSE,FALSE
299262,FALSE,1,5,FALSE,FALSE
732939,TRUE,0.5,5,FALSE,FALSE
499662,TRUE,1,3,FALSE,FALSE
218370,TRUE,1.5,2,FALSE,FALSE
726150,FALSE,1,5,FALSE,TRUE
418278,FALSE,2,4,FALSE,FALSE
37363,FALSE,1,2,FALSE,TRUE
413169,TRUE,1,6,FALSE,FALSE
224008,FALSE,1,2,FALSE,TRUE
404299,FALSE,2.5,2,FALSE,FALSE
281063,TRUE,1,4,FALSE,FALSE
230475,TRUE,0.6666666666666666,3,FALSE,FALSE
353555,FALSE,1,2,FALSE,FALSE
399450,TRUE,1,3,FALSE,FALSE
402058,FALSE,1.5,2,FALSE,FALSE
512567,TRUE,1,2,FALSE,FALSE
30100,TRUE,1,3,FALSE,FALSE
166552,FALSE,1,4,FALSE,FALSE
328260,TRUE,1,1,FALSE,TRUE
658245,FALSE,2,1,FALSE,FALSE
323713,FALSE,1.5,2,FALSE,TRUE
366739,TRUE,1,2,FALSE,TRUE
94075,FALSE,1,2,FALSE,FALSE
654085,FALSE,1,1,FALSE,TRUE
340983,FALSE,0.6666666666666666,3,FALSE,TRUE
375826,FALSE,2,1,FALSE,FALSE
67567,TRUE,1,2,FALSE,FALSE
114945,TRUE,1.5,3,FALSE,FALSE
124037,FALSE,1,2,FALSE,FALSE
280726,FALSE,1.6666666666666667,3,FALSE,FALSE
640467,FALSE,1,2,FALSE,FALSE
209272,TRUE,0.3333333333333333,5,FALSE,FALSE
534221,FALSE,2.5,2,TRUE,FALSE
125079,TRUE,1,3,FALSE,FALSE
181193,FALSE,1,1,TRUE,FALSE
53280,TRUE,0.5,2,FALSE,FALSE
362386,FALSE,1.5,4,TRUE,FALSE
211989,TRUE,1,2,FALSE,FALSE
671038,FALSE,1,2,FALSE,FALSE
535514,FALSE,1,2,FALSE,TRUE
649492,TRUE,1.5,3,FALSE,FALSE
711573,FALSE,1,1,FALSE,FALSE
194569,FALSE,1,2,FALSE,FALSE
496134,TRUE,1,2,FALSE,FALSE
789066,FALSE,1,2,TRUE,FALSE
405410,FALSE,2.5,2,FALSE,FALSE
78333,FALSE,1,3,FALSE,FALSE
422086,FALSE,1,2,FALSE,FALSE
391114,FALSE,1.5,5,TRUE,FALSE
46136,FALSE,1,5,TRUE,FALSE
600599,TRUE,1,4,FALSE,FALSE
408423,FALSE,1.5,2,FALSE,FALSE
196187,TRUE,0.6666666666666666,3,FALSE,FALSE
644546,TRUE,2,2,FALSE,FALSE
325236,TRUE,1,2,FALSE,FALSE
103301,TRUE,1,4,FALSE,FALSE
608294,FALSE,1,3,FALSE,FALSE
739376,TRUE,1,5,FALSE,FALSE
373493,FALSE,1.5,2,FALSE,FALSE
8236,TRUE,1,2,FALSE,FALSE
4564,FALSE,1.5,2,FALSE,FALSE
142306,FALSE,1,1,FALSE,FALSE
246760,TRUE,1.5,4,FALSE,FALSE
72028,TRUE,1,2,FALSE,FALSE
784721,TRUE,0.5,2,FALSE,FALSE
70374,TRUE,1,4,FALSE,FALSE
608448,TRUE,1.3333333333333333,3,FALSE,FALSE
461689,FALSE,1,2,TRUE,FALSE
630458,TRUE,1,5,FALSE,FALSE
98607,TRUE,1,2,FALSE,FALSE
766700,FALSE,1,3,TRUE,FALSE
215449,TRUE,1,2,FALSE,FALSE
202384,TRUE,1.3333333333333333,3,FALSE,FALSE
370420,FALSE,1,2,FALSE,FALSE
84907,TRUE,1,2,FALSE,FALSE
739457,FALSE,2,2,TRUE,FALSE
28788,FALSE,2,1,TRUE,FALSE
661543,FALSE,1,2,TRUE,FALSE
528498,FALSE,1,2,FALSE,FALSE
434511,TRUE,1,3,FALSE,FALSE
480790,FALSE,2,4,TRUE,FALSE
206066,FALSE,1,2,FALSE,FALSE
133319,TRUE,0.8,5,FALSE,FALSE
691736,FALSE,1,2,FALSE,FALSE
584833,FALSE,0.5,4,FALSE,FALSE
219033,FALSE,1,5,FALSE,FALSE
690451,FALSE,1,1,FALSE,FALSE
407579,FALSE,1,3,FALSE,FALSE
452822,FALSE,1,2,FALSE,FALSE
428572,FALSE,1,1,FALSE,FALSE
381448,TRUE,1,3,FALSE,FALSE
431370,TRUE,1,4,FALSE,TRUE
47173,TRUE,0,1,FALSE,FALSE
73323,TRUE,0.5,2,FALSE,FALSE
759633,FALSE,1,2,TRUE,FALSE
765958,FALSE,1,2,FALSE,FALSE
